id,name,phone,address,category_alias,category_title,rating,review_count,lat,lon
dKp1LHtBb3Q2Bt7zYQQWcA,El Pollo Loco,15626954822,"11624 E Washington  Whittier, CA 90606","mexican, hotdogs, ","Mexican, Fast Food, ",1.5,100,33.9700813,-118.064888
DkRPJ74ghqfUlX4BnRsnKw,Jack in the Box,13108355308,"1010 W Pacific Coast Hwy  Wilmington, CA 90744","burgers, hotdogs, tacos, ","Burgers, Fast Food, Tacos, ",2,30,33.79019173,-118.2754285
dKSWJ5qaim_laqn8q34reg,Veggie Grill,13238227575,"8000 W Sunset Blvd  Los Angeles, CA 90046","vegan, newamerican, vegetarian, ","Vegan, American (New), Vegetarian, ",4.5,994,34.09751546,-118.3652657
dKTA76_AYttgxTxmyOAGMQ,Saraya Thai Cuisine,18188461244,"1439 W Olive Ave  Burbank, CA 91506","thai, asianfusion, ","Thai, Asian Fusion, ",4,255,34.1694243,-118.3210844
dKVIKCk_hXw01ivIvWGEcQ,Señor Fish,12134830161,"1701 W Sunset Blvd  Los Angeles, CA 90026","mexican, seafood, bars, ","Mexican, Seafood, Bars, ",3,231,34.07738971,-118.2585043
DkWe1sdb6JUXVMmn-3wHCw,So Cal Pizza,15628683252,"12253 Imperial Hwy  Norwalk, CA 90650","pizza, ","Pizza, ",3.5,238,33.9173349,-118.0713541
dkxk3eD3y8ZzCWbGiZSiew,Energie Cafe,13104328975,"8900 Wilshire Blvd  Beverly Hill Health Center  Beverly Hills, CA 90211","coffee, cafes, juicebars, ","Coffee & Tea, Cafes, Juice Bars & Smoothies, ",3,2,34.0667,-118.38592
Dl0MpRNtcg1iz8ZGzBaIUQ,Subway,18188891500,"5801 Kanan Rd  Ste 7  Agoura Hills, CA 91301","sandwiches, ","Sandwiches, ",2.5,30,34.15602296,-118.7576372
dl1T_G4GmZpYB6vCeB4SXw,El Pescador - Highland Park,13232558164,"5230 N Figueroa St  Los Angeles, CA 90042","mexican, seafood, ","Mexican, Seafood, ",3.5,269,34.10646,-118.19835
dl1UfIVXzlC0xJ_F_YVPLQ,Dos Hombres Solitarios Tacos,,"S Indiana St & E 5th St  Los Angeles, CA 90063","streetvendors, mexican, ","Street Vendors, Mexican, ",4.5,4,34.03027005,-118.1923603
dl8jSn0ZPFGQ5RH55OEXlw,Motto Ramen,17149021586,"16412 Beach Blvd  Westminster, CA 92683","ramen, noodles, ","Ramen, Noodles, ",4,371,33.724924,-117.986039
dLAVhYgrf_GE1wWLAEpxYQ,The Chicken Coop,14242850952,"Los Angeles, CA 90028","foodtrucks, chickenshop, ","Food Trucks, Chicken Shop, ",5,14,34.101876,-118.3299874
dldmFGpUNGmib8s1GAuNSg,Mariscos El Perihuete,15624081661,"16600 Paramount Blvd  Paramount, CA 90723","mexican, seafood, ","Mexican, Seafood, ",3,378,33.88323,-118.15953
dlF-qkppswM6lPGVJaiYgA,Kogi BBQ Truck- Roja,13233150253,"Los Angeles, CA 90033","bbq, foodtrucks, ","Barbeque, Food Trucks, ",4,189,34.04689,-118.21284
dLGTlLIDYhyGAkjFLNR29A,Toasted and Roasted,13239000568,"7311 Melrose Ave  Los Angeles, CA 90046","coffee, coffeeroasteries, cafes, ","Coffee & Tea, Coffee Roasteries, Cafes, ",4.5,245,34.08366695,-118.3491512
DlLqBxthuCeZoYLoq0H0KQ,Joe's Pizza and Restaurant,15628062351,"6370 Florence Ave  Bell Gardens, CA 90201","pizza, chicken_wings, ","Pizza, Chicken Wings, ",3.5,20,33.9648185,-118.1511551
DlPri9oWnWC9kKfqK8rOFQ,Sushi Anza,13103716774,"4647 Torrance Blvd  Torrance, CA 90503","sushi, japanese, fishnchips, ","Sushi Bars, Japanese, Fish & Chips, ",3.5,136,33.8377049,-118.3631719
DLrMb6SPzOs6yG6IMhGtrg,J & S,13237258106,"887 N Garfield Ave  Montebello, CA 90640","mexican, burgers, ","Mexican, Burgers, ",3.5,503,34.03198,-118.13
dLTDfHpfRUyMRcg4x3B8vA,Beach Chinese Food To Go,13105457969,"314 Rosecrans Ave  Manhattan Beach, CA 90266","chinese, ","Chinese, ",4,63,33.90100703,-118.4174828
DLTv68OPrVpzhUasP4UvqQ,Loyola Pizza,13106418666,"8412 Lincoln Blvd  Los Angeles, CA 90045","pizza, salad, pastashops, ","Pizza, Salad, Pasta Shops, ",4.5,34,33.961746,-118.4199115
dlurvnLB__UXLv5r7qbppg,Outback Steakhouse,15622046300,"5305 Clark Ave  Lakewood, CA 90712","steak, ","Steakhouses, ",3.5,463,33.8539644,-118.1341651
dLVJpkmbg_Nm45fOHkFqbg,Elena's Greek Armenian Restaurant,18182415730,"1000 S Glendale Ave  Glendale, CA 91205","greek, mediterranean, armenian, ","Greek, Mediterranean, Armenian, ",4,808,34.13477,-118.251604
dlWjuzhJK4U24zQdu2CzDw,Pressed Juicery,14242454613,"10250 Santa Monica Blvd  Ste 1315  Los Angeles, CA 90067","juicebars, vegan, healthmarkets, ","Juice Bars & Smoothies, Vegan, Health Markets, ",3.5,42,34.05996,-118.41982
DLyTZUzlM9ymEr3smImO6Q,Urban Ramen,13235126077,"7300 W Sunset Blvd  Ste A  Los Angeles, CA 90046","ramen, sushi, poke, ","Ramen, Sushi Bars, Poke, ",3.5,809,34.097842,-118.350127
dM2Ap6JFhzfC9YWZv6NxtA,Jack in the Box,13105183025,"111 E 223rd St  Carson, CA 90745","hotdogs, burgers, tacos, ","Fast Food, Burgers, Tacos, ",2,29,33.8246464,-118.275856
Dm4veg-FpFsyitImrJXGaA,Burmese Please,,"777 S Alameda St  Los Angeles, CA 90021","burmese, ","Burmese, ",5,1,34.033901,-118.241499
DM8waRdb5owDRk8utpxULw,Louisiana Fried Chicken,13106382288,"1950 W Rosecrans Ave  Compton, CA 90220","hotdogs, ","Fast Food, ",3.5,36,33.9026481,-118.2530915
dmHxiP7VADXkD4vcz19ltQ,Johnnie's Pizzeria,12133853100,"3183 Wilshire Blvd  Ste 171  Los Angeles, CA 90005","pizza, ","Pizza, ",2,3,34.06262143,-118.2912216
DMJ1LOUBQWpJXUZzMzuiTg,Hanuri Korean Restaurant,17145349494,"12942 Galway St  Ste B  Garden Grove, CA 92841","korean, ","Korean, ",4.5,116,33.7748765,-117.9628379
dmJ4xRUfoZvsVHokJdzKjg,Round Table Pizza,17149639877,"19750 Beach Blvd  Huntington Beach, CA 92648","pizza, buffets, ","Pizza, Buffets, ",4,165,33.675285,-117.987237
DMkPBQ6g0URQJAecfDx3ag,McDonald's,13105384977,"1398 Artesia Blvd  Gardena, CA 90248","burgers, hotdogs, coffee, ","Burgers, Fast Food, Coffee & Tea, ",2,95,33.87256239,-118.298553
DmmL09MJo19fPLnD0Q2_UQ,Beans And Limes,18188023297,"15303 Sherman Way  Van Nuys, CA 91406","foodtrucks, tacos, chicken_wings, ","Food Trucks, Tacos, Chicken Wings, ",5,2,34.2016675,-118.4666868
dMNQchp74yTINss8qsIz6Q,Italia Deli & Bakery,18189914838,"5657 Kanan Rd  Agoura Hills, CA 91301","delis, grocery, italian, ","Delis, Grocery, Italian, ",4.5,613,34.15314992,-118.7575973
dMNwp_6mU8lqmUCXrTVNoQ,El Salto Del Fraile Peruvian Restaurant,15629286395,"7639 Firestone Blvd  Downey, CA 90241","peruvian, ","Peruvian, ",3.5,146,33.9460581,-118.1437434
Dmoj6Xi1r2ST7OPAok_ctw,TeaHolic cafe,16572160685,"660 S Placentia Ave  Placentia, CA 92870","bubbletea, asianfusion, thai, ","Bubble Tea, Asian Fusion, Thai, ",5,66,33.863485,-117.881056
Dmp_15_cbDtPbePVrV193Q,Yoshinoya - Florence & Avalon,13239714560,"539 E Florence Ave  Ste C  Los Angeles, CA 90003","japanese, ","Japanese, ",2,25,33.97499,-118.26554
dMui_iA4cnTqaztqO8h4Zg,Subway,13102891679,"1270 S La Cienega Blvd  Los Angeles, CA 90035","sandwiches, ","Sandwiches, ",2,48,34.0536889,-118.3759649
DMWLHG5Ks_Byvw2XdiGuUw,Salt Creek Grille,13103359288,"2015 Park Pl  El Segundo, CA 90245","newamerican, seafood, steak, ","American (New), Seafood, Steakhouses, ",4,2009,33.904815,-118.392796
DN_Qyv7f2dxCTZN3ywFdzg,Flying Pig Truck,17142345107,"Los Angeles, CA","foodstands, asianfusion, vietnamese, ","Food Stands, Asian Fusion, Vietnamese, ",3.5,316,34.0527559,-118.2468582
DN0jT5GrgJ49Hp54ch8aqA,Savory Burger,15623175717,"2290 Atlantic Ave  Long Beach, CA 90806","burgers, salad, sandwiches, ","Burgers, Salad, Sandwiches, ",3,74,33.7987206,-118.1848851
dN2NGyvzQN6mIuuvjZGRUg,Lemon Zest Cafe,18183964755,"109 N Chevy Chase Dr  Glendale, CA 91206","mediterranean, greek, kebab, ","Mediterranean, Greek, Kebab, ",4.5,615,34.14668,-118.23995
DN3hKj1Wb1zDaycCYEjAHg,Sunshine Restaurant,13234624646,"861 N Western Ave  Los Angeles, CA 90029","thai, ","Thai, ",4.5,150,34.08587,-118.30953
dn3IKiBt1mahJ8s5PXzX_g,WaBa Grill,15622290123,"13313 Artesia Blvd  Cerritos, CA 90703","hotdogs, asianfusion, ","Fast Food, Asian Fusion, ",2.5,45,33.8734349,-118.04829
Dn54FKXMnFR4rCIJCUKZag,Popeyes Louisiana Kitchen,13108949588,"957 La Brea Ave  Inglewood, CA 90302","hotdogs, chicken_wings, ","Fast Food, Chicken Wings, ",2,127,33.97600292,-118.3580086
Dn6RUlf7ISGdym6sjBa0pg,Lutong Bahay,13236626111,"1001 N Vermont Ave  Los Angeles, CA 90029","filipino, seafood, ","Filipino, Seafood, ",3.5,86,34.08967051,-118.2920865
dndArTnWrE7bbClYHI3hzQ,Wienerschnitzel,13232581172,"5215 North Figueroa St  Highland Park, CA 90042","hotdogs, hotdog, sandwiches, ","Fast Food, Hot Dogs, Sandwiches, ",3,46,34.10871603,-118.195351
DnggIiwI-eF6MRXN_oHtWg,Pizza Beer And Wings,13236049137,"2321 E 1st St  Los Angeles, CA 90033","pizza, chicken_wings, beerbar, ","Pizza, Chicken Wings, Beer Bar, ",4,140,34.04407657,-118.2101762
DNlbs6gLT64kxEEXG_rVYg,Taco Bell,12137466248,"2718 S Figueroa St  Los Angeles, CA 90007","hotdogs, mexican, ","Fast Food, Mexican, ",2,88,34.026593,-118.276259
DNlcjB2Mj8a9CjV1TaHWZQ,Zenmaru,15626289828,"454 Pine Ave  Long Beach, CA 90802","sushi, japanese, ","Sushi Bars, Japanese, ",3.5,156,33.772621,-118.192189
Dnn4_XmzQxOFNpnqh7KyWg,Seongbukdong,12137388977,"3303 W 6th St  Los Angeles, CA 90020","korean, ","Korean, ",4,1106,34.0637349,-118.2943728
DnOaztsVyf-2CWW9VKhrKw,Thai Original BBQ and Restaurant,15624333368,"2801 E 7th St  Long Beach, CA 90804","thai, bbq, ","Thai, Barbeque, ",3.5,304,33.775667,-118.1585704
DnPpz8_4djVooxB8frU6xw,Saap Street,15624144418,"1388 Daisy Ave  Long Beach, CA 90813","thai, ","Thai, ",4,8,33.783771,-118.198951
DNVvSCNgL8YF3opDfwOIoQ,Thai Hut,18182459276,"104 N Glendale Ave  Glendale, CA 91206","thai, soup, noodles, ","Thai, Soup, Noodles, ",4.5,20,34.146559,-118.246792
DnVyBXyfuDSecq9q3Lg65g,Orleans & York Deli,13106716200,"400 E Florence Ave  Inglewood, CA 90301","delis, cajun, salad, ","Delis, Cajun/Creole, Salad, ",4,462,33.96709548,-118.3502554
DNwB8s34I4Ycpz7NUSHiaQ,BBQ Stop,19095947755,"20627 Golden Springs Dr  Ste AB  Diamond Bar, CA 91789","korean, bbq, ","Korean, Barbeque, ",4.5,683,33.99764,-117.85516
dNxZ53R6QUYOFtd2q0-S2Q,Casablanca Moroccan kitchens,13232724777,"6919 Melrose Ave  Los Angeles, CA 90038","moroccan, ","Moroccan, ",5,16,34.0837244,-118.3423348
do-4pd_KOES7AZzeTYQQhA,Las Cabanas de San Pedro Restaurant,12136320144,"3713 W 3rd St  Los Angeles, CA 90020","mexican, seafood, ","Mexican, Seafood, ",3,1,34.06929175,-118.2971532
DO-D5wpt2Msuu0BSeqHlJQ,Myungga Restaurant,17147700647,"12828 La Mirada Blvd  La Mirada, CA 90638","noodles, korean, ","Noodles, Korean, ",3.5,59,33.91487733,-118.0115038
do0MtLAqWvNRzF8W4eoHlQ,Tacos Ensenada,13235630580,"3900 Firestone Blvd  South Gate, CA 90280","seafood, mexican, ","Seafood, Mexican, ",4,53,33.95338,-118.20092
dO2HXszNsoPvNaixycqNDA,Bill's Taco House #3,13232954500,"1855 W Manchester Ave  Los Angeles, CA 90047","tacos, burgers, hotdogs, ","Tacos, Burgers, Fast Food, ",3.5,127,33.960404,-118.310801
Do3EDuD4hc9LKLaTfWlU6Q,Quan Mii,17144189644,"9541 Bolsa Ave  Westminster, CA 92683","vietnamese, ","Vietnamese, ",3.5,631,33.7450949,-117.9629716
do6Bgb_KNOGaVuAsjHNTGw,Guadalajara Meat Market,13105383148,"14114 S Vermont Ave  Gardena, CA 90247","grocery, meats, foodstands, ","Grocery, Meat Shops, Food Stands, ",3,11,33.903538,-118.291166
DOA24IRjgNittxdQ6Am7cQ,KyungBokKung,17148884948,"7801 Beach Blvd  Buena Park, CA 90620","korean, bbq, ","Korean, Barbeque, ",4,199,33.84927,-117.99855
dOa2vmwFaveT_OLxjLrnug,Brewport Tap House,13106488972,"204 Main St  El Segundo, CA 90245","beerbar, newamerican, brewpubs, ","Beer Bar, American (New), Brewpubs, ",4.5,348,33.9181418,-118.4158251
dOaEkFB_l99_Iw_OmcdYVw,Chengdu Taste | 滋味成都,19096758888,"18406 E Colima Rd  Ste A  Rowland Heights, CA 91748","szechuan, ","Szechuan, ",4,351,33.98737616,-117.9035116
dOAVmkcPd-PXhieTmkQkeQ,Bobo's Hamburgers,13106371191,"3390 E Imperial Hwy  Lynwood, CA 90262","breakfast_brunch, burgers, tradamerican, ","Breakfast & Brunch, Burgers, American (Traditional), ",3.5,84,33.9305727,-118.2090219
DOB_k_gkyijSLgyt-_zodQ,Jo Peeps NY Pizza,15629459691,"14450 Whittier Blvd  Whittier, CA 90605","pizza, catering, ","Pizza, Caterers, ",4,146,33.953649,-118.016326
DOdt1MGTb9LemP7Ec0WYSA,Olympic Golf Zone,17142289900,"6988 Beach Blvd  Ste B208  Buena Park, CA 90621","tradamerican, sportsbars, ","American (Traditional), Sports Bars, ",4.5,148,33.8592275,-117.9978387
DOgnKXcEnZW-IxHWRF8XEQ,Kampai Sushi House,15627959299,"10900 Los Alamitos Blvd  Ste 115  Los Alamitos, CA 90720","sushi, japanese, soup, ","Sushi Bars, Japanese, Soup, ",4,542,33.80415,-118.07114
dOH4Xl02wsVZhs1IqW8ABQ,Pearl Dragon,13104599790,"15229 W Sunset Blvd  Pacific Palisades, CA 90272","asianfusion, sushi, ","Asian Fusion, Sushi Bars, ",4,169,34.0464917,-118.5247335
DOi9GxTRFUH90YNadXt-vg,Los Compadres,15624320061,"1144 Pine Ave  Long Beach, CA 90813","mexican, ","Mexican, ",4.5,687,33.7809506,-118.1922452
DOldcT_bB93YqqNkCeHHoQ,Tender Greens,13103581919,"8759 Santa Monica Blvd  West Hollywood, CA 90069","newamerican, salad, grocery, ","American (New), Salad, Grocery, ",3.5,789,34.0866038,-118.3819075
DOnfRmedexuK5XtWdIxz1g,In-N-Out Burger,18007861000,"3411 W Century Blvd  Inglewood, CA 90301","burgers, hotdogs, ","Burgers, Fast Food, ",4,266,33.945802,-118.33238
DooegA7kiv2h57T-sjj7oA,Sabores Oaxaqueños Restaurant,12134273508,"3337 1/2 W 8th St  Los Angeles, CA 90005","mexican, seafood, coffee, ","Mexican, Seafood, Coffee & Tea, ",4.5,217,34.0578348,-118.3015851
DOP6vvYwl3l6NG5Ljuw8YQ,Deli Bros Cafe,17474449440,"20301 Ventura Blvd  Unit 101  Los Angeles, CA 91364","breakfast_brunch, cafes, sandwiches, ","Breakfast & Brunch, Cafes, Sandwiches, ",5,46,34.16986,-118.57545
DoPSAN0BwrHFimxrx8_4EQ,Burger City Grill,15622503700,"8260 Firestone Blvd  Downey, CA 90241","burgers, ","Burgers, ",4,386,33.94012621,-118.1335693
DOqqUaXwRpvF-dPNmmj_KQ,Kokoroll Cafe,13233807808,"1819 N Cahuenga Blvd  Los Angeles, CA 90028","sushi, poke, acaibowls, ","Sushi Bars, Poke, Acai Bowls, ",4,16,34.1045,-118.33029
dOyEWOtr3h7kkyMQwWwDFA,Ohana Superette,13237418211,"2852 W Sunset Blvd  Los Angeles, CA 90026","hawaiian, seafood, ","Hawaiian, Seafood, ",4,187,34.08254,-118.273196
DoyIC0ElqglrlHBKDxXOwg,Sugar Taco,13105268004,"7257 Melrose Ave  Los Angeles, CA 90046","mexican, vegetarian, ","Mexican, Vegetarian, ",4.5,386,34.08370683,-118.3478443
dP37CRr-OfsAqFpt1VNcGw,Pizzeria Il Fico,13102713426,"310 S Robertson Blvd  Los Angeles, CA 90048","pizza, italian, ","Pizza, Italian, ",4.5,479,34.073202,-118.383621
dp4N8XTrE1pYeZqB10AmNQ,Mi Ciudad,13233429280,"4017 N Figueroa St  Los Angeles, CA 90065","mexican, ","Mexican, ",4.5,18,34.0925624,-118.210269
DP4zQ8Y8MxIjPA7N5Okzkg,Dave & Buster's,13108469950,"6081 Center Dr  Los Angeles, CA 90045","bars, arcades, tradamerican, ","Bars, Arcades, American (Traditional), ",2.5,1038,33.97762161,-118.3914906
dP6HQtMwyBhKH00nmkBQlw,Cassell's Hamburgers,,"1 World Way  Terminal 1  Los Angeles, CA 90045","burgers, breakfast_brunch, cocktailbars, ","Burgers, Breakfast & Brunch, Cocktail Bars, ",2.5,101,33.94631,-118.401092
Dp8KFxrb5J9cJOj0eFSlYg,Sizzler,12133854747,"710 S Western Ave  Los Angeles, CA 90005","seafood, steak, salad, ","Seafood, Steakhouses, Salad, ",3,88,34.0592585,-118.3087971
dpBFDOjCca9wLmG3P4fm6g,Crazy Fish,13105508547,"9174 West Olympic Blvd  Beverly Hills, CA 90212","sushi, japanese, salad, ","Sushi Bars, Japanese, Salad, ",2.5,531,34.059273,-118.391201
dpBVjwUEPJX4axlt10waNg,Shuck House,13107464048,"10250 Santa Monica Blvd  Ste FC-12  Los Angeles, CA 90067","seafood, raw_food, ","Seafood, Live/Raw Food, ",4,67,34.057835,-118.418746
DpdTh23ZKOuSu5E1iYcPQA,Antojitos Los Cuates Jaliscienses,15624699944,"2323 E Rosecrans Ave  Compton, CA 90221","foodtrucks, mexican, ","Food Trucks, Mexican, ",4.5,8,33.903458,-118.2241241
dpEtp4Ltg6wYSEqO59x_WQ,Taco Bell,13239549747,"3562 S La Cienega Blvd  Los Angeles, CA 90016","hotdogs, mexican, ","Fast Food, Mexican, ",2,41,34.022615,-118.37231
dPgVG1nGSUONC0IViu5Phg,Mariscos Los Lechugas,13235373234,"5244 S Huntington Dr  Los Angeles, CA 90032","seafood, foodtrucks, cocktailbars, ","Seafood, Food Trucks, Cocktail Bars, ",4.5,71,34.08928,-118.16793
dPIEdC0Ojv5hC_gvi4MhHQ,OMGrill,18183761664,"16649 Sherman Way  Van Nuys, CA 91406","japanese, asianfusion, ","Japanese, Asian Fusion, ",4,365,34.20158005,-118.4963608
DpMJdTwuS6VbFYLjNEhBng,Hwang So Go Jip,15624027188,"4991 La Palma Ave  La Palma, CA 90623","korean, bbq, ","Korean, Barbeque, ",3.5,2456,33.8464742,-118.0463311
DPqKC8uqt5VNnl386jQNkQ,Jack in the Box,15624365728,"652 Atlantic Ave  Long Beach, CA 90802","hotdogs, burgers, tacos, ","Fast Food, Burgers, Tacos, ",2.5,62,33.77517219,-118.1847011
Dpskg0Kj1zAoZekOrYchoQ,Taqueria 2 Amigos,15626345270,"6857 Somerset Blvd  Paramount, CA 90723","mexican, ","Mexican, ",3.5,29,33.89661932,-118.1778486
dPWTy6U56fL8Vis7w3MTDw,Los Burritos,13234615814,"6517 Hollywood Blvd  Los Angeles, CA 90028","mexican, ","Mexican, ",3.5,247,34.1017249,-118.3317274
dpWxjzPNzNy97KuUKjHUQw,David's Burrito,,"1150 S 7th Ave  Hacienda Heights, CA 91745","mexican, breakfast_brunch, ","Mexican, Breakfast & Brunch, ",4.5,19,34.01843,-117.98819
DpXpKI2v6503BhyD1OoUxA,Chipotle Mexican Grill,15624020943,"459 Los Cerritos Mall  Cerritos, CA 90703","mexican, hotdogs, ","Mexican, Fast Food, ",2.5,52,33.860444,-118.091254
dPzCJBL7jH7dyMtk6x2NuQ,Mulberry Street Pizzeria,18189068881,"17040 Ventura Blvd  Encino, CA 91316","pizza, ","Pizza, ",4,488,34.160149,-118.504824
DQBFTsbtAGUU6OrL7FV84Q,Watermans,13103724462,"22 Pier Ave  Hermosa Beach, CA 90254","newamerican, bars, ","American (New), Bars, ",3,393,33.8617085,-118.4041167
dQBPgx3KHb4IINkyXFwCTA,Jiquilisco Restaurant,15622500285,"5856 Imperial Hwy  South Gate, CA 90280","salvadoran, ","Salvadoran, ",2.5,10,33.929286,-118.1651576
DqcGtUlHAyJh_RGy2sQHOQ,Nino's Place,13103545925,"16104 S Vermont Ave  Gardena, CA 90247","latin, peruvian, delis, ","Latin American, Peruvian, Delis, ",3,68,33.88498,-118.29106
dqCHWtGa7snAsc2ZBCu49w,Tam's Burgers,13235858267,"6620 S Central Ave  Los Angeles, CA 90001","burgers, ","Burgers, ",2.5,28,33.97951,-118.25611
dQI2N7qVsjrQ4BxnyR0pHg,Wahlburgers,12135365962,"835 W Jefferson Blvd  Unit 1710  Los Angeles, CA 90007","burgers, tradamerican, ","Burgers, American (Traditional), ",3.5,221,34.0242256,-118.2846996
dqk0QwIwlYXpG4XSyJv1sQ,IHOP,13104104457,"8600 S Sepulveda Blvd  Los Angeles, CA 90045","breakfast_brunch, tradamerican, burgers, ","Breakfast & Brunch, American (Traditional), Burgers, ",2.5,320,33.95968,-118.39589
DQnx6NXC-o7zMXSSjHAlWw,Pancho's Tacos,,"8039 Beach Blvd  Buena Park, CA 90620","newamerican, ","American (New), ",1.5,10,33.843286,-117.998176
dQPbNbNHHdz_wm7Yly4PBg,Boiling Point,13102255533,"15488 S Western Ave  Ste 112  Gardena, CA 90247","taiwanese, hotpot, comfortfood, ","Taiwanese, Hot Pot, Comfort Food, ",3.5,1099,33.88967718,-118.3088462
DQq4-s1nLT5ywISHt8QQhg,Little Caesars Pizza,13237732452,"5818 Atlantic Boulevard  Maywood, CA 90270","pizza, hotdogs, ","Pizza, Fast Food, ",2.5,27,33.9875077,-118.1853623
dqtnXWWCxN5UDGiRH4uH8w,Triple-T,14243488666,"15703 Crenshaw Blvd  Gardena, CA 90249","bubbletea, noodles, ","Bubble Tea, Noodles, ",3.5,465,33.8882025,-118.3266749
dqu6_3i9uVO1-oeUNd-hXA,Ahimsa Vegan Cafe,15624357113,"340 E 4th St  Long Beach, CA 90802","vegan, ","Vegan, ",4,851,33.771534,-118.188042
DqxlOzZz_j7hh8IdBDxWAw,Del Taco,15627898443,"12320 Washington Blvd  Whittier, CA 90606","mexican, ","Mexican, ",3.5,39,33.96691118,-118.0498742
Dr_MVE1UiNl-BhN_h_bxlw,Larry's,13103992700,"24 Windward Ave  Venice, CA 90291","gastropubs, bars, newamerican, ","Gastropubs, Bars, American (New), ",3.5,604,33.9870803,-118.4730073
dR2GTvuERQ3pnEcjxyyQnQ,SteelCraft Long Beach,,"3768 Long Beach Blvd  Long Beach, CA 90807","food_court, ","Food Court, ",4,661,33.82642,-118.189
dRbwsnfm4Emg_P25IuPd_g,Kay Kay Chinese Food,13232931473,"3625 S La Brea Ave  Los Angeles, CA 10314","chinese, ","Chinese, ",3,22,34.020531,-118.3559022
drcfMGWGFIY9iKRBNW7CWw,Tacos Gamboa,,"4205 E Compton Blvd  Compton, CA 90221","tacos, ","Tacos, ",5,17,33.8963899,-118.19759
DRDHW35uqrDWiapDsq5-2w,Arctic Hotspot Bakery & Cafe,13232647912,"2509 E 4th St  Los Angeles, CA 90033","bakeries, cafes, desserts, ","Bakeries, Cafes, Desserts, ",4.5,248,34.040115,-118.210293
dRe0mlmeq_IhsyS_mAecQQ,Ongpin Express,12136870437,"317 S Broadway  Los Angeles, CA 90013","restaurants, ","Restaurants, ",4,1,34.0505289,-118.2486189
DrGgShld8rfRANsS6eLwig,Burger King,12132565519,"6155 York Blvd  Highland Park, CA 90042","burgers, hotdogs, ","Burgers, Fast Food, ",1.5,43,34.11635,-118.18465
dRgLw1Yya9Zt3FLwYw4YFA,Claudine Kitchen & Bakeshop,18186163838,"16350 Ventura Blvd  Ste F  Encino, CA 91436","cafes, breakfast_brunch, ","Cafes, Breakfast & Brunch, ",4,575,34.15690123,-118.489091
DRH9mLrj6TAmUfBY9-Lk3Q,Latin Fusion Kitchen,13234985380,"6801 Hollywood Blvd  Ste 419  Los Angeles, CA 90028","latin, ","Latin American, ",4,39,34.102357,-118.339016
drHh5pVUZTg-zS-_fWufYg,Tacos 1986,13108242000,"10874 Kinross Ave  Los Angeles, CA 90024","mexican, ","Mexican, ",4,81,34.060618,-118.444679
DrHj2Mr1-HPe90DTjJjEJw,Tacos El Pelon,13234251411,"207 Lincoln Blvd  Los Angeles, CA 90291","mexican, foodtrucks, ","Mexican, Food Trucks, ",5,3,34.00157574,-118.4686882
DRn9fk_S7DwtSXimoV5iwA,Subway,14243121327,"6151 W Century Blvd  Ste 104  Los Angeles, CA 90045","sandwiches, ","Sandwiches, ",3,30,33.94612605,-118.3927809
drRIEHxmi6KtgXT4pUsLzQ,Hodori Restaurant,12133833554,"1001 S Vermont Ave  Los Angeles, CA 90006","korean, comfortfood, soup, ","Korean, Comfort Food, Soup, ",3.5,994,34.05211258,-118.291954
DrToq9357afdpOyO5w0Y5w,Yup Dduk LA,12132632355,"3603 W 6th St  Los Angeles, CA 90020","korean, ","Korean, ",4.5,2013,34.064009,-118.3007013
drtTr9Mxv4mv_AjZ4gvq5A,Pink's Hot Dogs,13239314223,"709 N La Brea Ave  Los Angeles, CA 90038","hotdog, ","Hot Dogs, ",3.5,7110,34.08403,-118.34439
dRwRZk2cl1lutz8Nl1Bh9Q,Pancho's Mexican Restaurant,15625977891,"4925 E Pacific Coast Hwy  Long Beach, CA 90804","mexican, ","Mexican, ",3.5,270,33.7850734,-118.135165
drYIFWc8kJ4Eabi0g4YdMg,Ayur Ras Healing Foods,18055014696,"Los Angeles, CA 90034","indpak, ","Indian, ",5,51,34.03246323,-118.3958629
DryPvekrxsqbpOJNOajRpA,Golden State,13237828331,"426 N Fairfax Ave  Los Angeles, CA 90036","burgers, tradamerican, beerbar, ","Burgers, American (Traditional), Beer Bar, ",4,1519,34.07905579,-118.3611374
drZX8TNRXliV13XZKnu1TA,Bowers Gourmet Sausage Truck,18187648446,"Los Angeles, CA","foodstands, ","Food Stands, ",3.5,21,34.05349,-118.24532
drZyD8YdCo2vJa2xXRm3og,VOWburger,13238799925,"519 N Fairfax Ave  Los Angeles, CA 90036","burgers, vegan, hotdogs, ","Burgers, Vegan, Fast Food, ",4.5,145,34.08061,-118.36164
dS-p5B_tLeuns00eQ-tigg,Ensenada's Surf N Turf Grill,,"900 Pacific Coast Hwy  Hermosa Beach, CA 90254","mexican, ","Mexican, ",4.5,18,33.86187591,-118.3918092
Ds32Y4is0pPzI7dlABwa_A,Denj Restaurant,18183407777,"20002 Ventura Blvd  Woodland Hills, CA 91364","persian, ","Persian/Iranian, ",4,113,34.1715321,-118.5693244
ds62QXqahAsEuvWfmA0lBQ,Roll It Sushi & Teriyaki,13237251470,"100 Citadel Dr  Los Angeles, CA 90040","japanese, sushi, ","Japanese, Sushi Bars, ",3.5,115,34.00591325,-118.1527671
